#Digilent WaveForms Network Analyzer - Bode,,,,,,,,
#Device Name: Discovery2,,,,,,,,
#Serial Number: SN:210321AE0290,,,,,,,,
#Date Time: 2024-09-24 09:58:11.236,,,,,,,,
#Start: 46724.1 Hz,,,,,,,,
#Stop: 50811 Hz,,,,,,,,
#Steps: 300,,,,,,,,
#Wavegen: Wavegen C1,,,,,,,,
#Amplification: 1 X,,,,,,,,
#Settle: 10 ms,,,,,,,,
#MinPeriods: 16 ,,,,,,,,
#Channel: Channel 1,,,,,,,,
#Range: 5.5106 V,,,,,,,,
#Offset: -7.84228e-05 V,,,,,,,,
#Relative: no,,,,,,,,
#Channel: Channel 2,,,,,,,,
#Range: 5.48754 V,,,,,,,,
#Offset: -8.00442e-05 V,,,,,,,,
#Relative: yes,,,,,,,,
,,,,,,,,
Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg),,,,,
46724.06383,0.077836545,-10.41017869,58.05226978283743,,,,,
46737.16926573671,0.078159746,-10.37842205,57.90858602,,,,,
46750.27837702796,0.07830087,-10.34413111,57.76945074102593,,,,,
46763.39116523848,0.078604046,-10.30598778,57.60554262423625,,,,,
46776.50763139962,0.078761864,-10.26655101,57.44300072220523,,,,,
46789.62777654297,0.077393372,-10.22582906,57.27228474686065,,,,,
46802.75160170044,0.078766861,-10.18954407,57.13429763420371,,,,,
46815.87910790423,0.078044246,-10.15061177,56.94650069,,,,,
46829.0103,0.078782802,-10.10968907,56.74576522064037,,,,,
46842.14516758094,0.077898317,-10.07222904,56.59360073696008,,,,,
46855.28372,0.077331441,-10.03104811,56.41557822106054,,,,,
46868.42596383645,0.077556452,-9.992321467,56.22720274497668,,,,,
46881.57189,0.078634183,-9.954315143,56.03376381704381,,,,,
46894.7215,0.079612493,-9.914988397,55.86363242937966,,,,,
46907.87480739236,0.078465266,-9.874072772,55.70185894513648,,,,,
46921.0318,0.078999784,-9.833554118,55.50677379820836,,,,,
46934.19248127731,0.078027042,-9.795045893,55.33106746274176,,,,,
46947.35685477849,0.078592268,-9.753141912,55.11184076209202,,,,,
46960.52492069921,0.078593874,-9.713696927,54.92025213306957,,,,,
46973.69668007515,0.078345623,-9.673204882,54.74301958249498,,,,,
46986.87213394226,0.078984664,-9.633109895,54.54388989504325,,,,,
47000.05128333681,0.080024136,-9.593252519,54.35780392173072,,,,,
47013.23412929534,0.077165022,-9.550387057,54.14292181315807,,,,,
47026.42067285466,0.078294589,-9.511264767,53.93556511829015,,,,,
47039.61091505192,0.079023488,-9.471443601,53.74434889161475,,,,,
47052.80485692453,0.080897397,-9.434158999,53.51466337539628,,,,,
47066.00249951018,0.077957421,-9.390633501,53.32512503325103,,,,,
47079.20384,0.078170446,-9.348052135,53.10903913,,,,,
47092.40889097295,0.078151741,-9.307180552,52.90661850366122,,,,,
47105.61764192692,0.07879136,-9.264893217,52.69479905918864,,,,,
47118.83009774768,0.078739987,-9.224881626,52.46970243145989,,,,,
47132.04625947439,0.07641792,-9.181638942,52.25806797807323,,,,,
47145.26612814651,0.077766606,-9.142985812,52.03595094920868,,,,,
47158.48970480378,0.076846975,-9.103097012,51.80569102827751,,,,,
47171.71699048625,0.077193778,-9.058175389,51.57791404259312,,,,,
47184.94798623423,0.077059674,-9.016420124,51.36008144856766,,,,,
47198.18269308834,0.077146833,-8.976836439,51.12929702482655,,,,,
47211.42111208951,0.078170095,-8.934060822,50.88406748570263,,,,,
47224.66324427893,0.076149998,-8.891711961,50.68080355989693,,,,,
47237.90909,0.074766725,-8.850151937,50.42741974345282,,,,,
47251.15865238881,0.074457805,-8.805430456,50.19303612371712,,,,,
47264.41193039315,0.075265641,-8.765337424,49.93657620781357,,,,,
47277.66892575348,0.075324127,-8.722361564,49.69684631068623,,,,,
47290.92963951247,0.074995727,-8.682627259,49.45077105,,,,,
47304.19407271308,0.074385037,-8.639669012,49.20754051206552,,,,,
47317.46222639856,0.074417097,-8.596228741,48.97094658,,,,,
47330.73410161244,0.074859518,-8.552456567,48.69444996406348,,,,,
47344.00969939858,0.075028139,-8.511924035,48.43631382772254,,,,,
47357.28902080109,0.073416812,-8.470217286,48.17315128467727,,,,,
47370.57207,0.074843363,-8.427213002,47.92147852811763,,,,,
47383.85883863322,0.074060497,-8.381714752,47.64429649,,,,,
47397.14933715256,0.07287364,-8.341643019,47.37543140271906,,,,,
47410.44356346771,0.073461079,-8.297992151,47.10675673491603,,,,,
47423.74151862429,0.071985005,-8.256111139,46.84397950754675,,,,,
47437.04320366815,0.071035294,-8.213446347,46.53910378930087,,,,,
47450.34861964551,0.070677507,-8.170821149,46.27444877779919,,,,,
47463.65776760282,0.071068411,-8.128041437,45.99714709145579,,,,,
47476.97064858684,0.070119827,-8.08498632,45.69996793508392,,,,,
47490.28726364466,0.068007762,-8.041530456,45.41552108325347,,,,,
47503.60761382361,0.068719418,-7.998832397,45.11840831182862,,,,,
47516.93170017134,0.068050088,-7.955697238,44.83708851760126,,,,,
47530.25952,0.066573191,-7.914399604,44.53090682560276,,,,,
47543.59108556523,0.066042691,-7.872571531,44.24059673403159,,,,,
47556.92638670815,0.066339886,-7.82687785,43.91928548955893,,,,,
47570.26542821338,0.065736319,-7.785882421,43.62025126955259,,,,,
47583.60821113006,0.064643604,-7.743939425,43.31334673873137,,,,,
47596.95473650758,0.062635348,-7.700981228,42.99614856782225,,,,,
47610.30500539566,0.062556924,-7.656456951,42.67643229,,,,,
47623.65902,0.063820194,-7.611948125,42.34498106805444,,,,,
47637.01677790379,0.063861052,-7.573771871,42.02742432020027,,,,,
47650.37828362473,0.066110549,-7.530191318,41.69880520605823,,,,,
47663.74353705799,0.066265648,-7.486564303,41.35635858,,,,,
47677.11253925477,0.067565325,-7.445259543,41.03664303,,,,,
47690.48529126653,0.067426861,-7.401011075,40.68598456689465,,,,,
47703.86179414504,0.0700138,-7.360327497,40.33422756042738,,,,,
47717.24204894237,0.07056939,-7.31806012,39.99889658960419,,,,,
47730.62605671089,0.069851338,-7.277297906,39.66219453128417,,,,,
47744.01381850324,0.069451485,-7.232964506,39.30363010416873,,,,,
47757.40533537236,0.071066316,-7.191742794,38.96250278647834,,,,,
47770.80060837153,0.07152345,-7.151307689,38.59936129933139,,,,,
47784.19963855427,0.071748635,-7.109144368,38.23638703,,,,,
47797.60243,0.072887126,-7.068596653,37.87904878,,,,,
47811.00897468608,0.071256475,-7.025944613,37.5166896,,,,,
47824.41928274373,0.073163744,-6.983995788,37.13571909,,,,,
47837.83335220207,0.074573881,-6.946918176,36.76197882329942,,,,,
47851.25118411612,0.074076073,-6.903083766,36.38373190361418,,,,,
47864.67277954119,0.075211703,-6.866216198,35.99514146811187,,,,,
47878.09813953291,0.074035603,-6.824469491,35.59139200818214,,,,,
47891.52726514716,0.076613407,-6.786635893,35.21042487684967,,,,,
47904.96015744017,0.076412509,-6.746549867,34.81951341,,,,,
47918.39681746842,0.07565843,-6.704643319,34.42113163807836,,,,,
47931.83724628872,0.075655676,-6.664887388,34.00782711043598,,,,,
47945.28144495815,0.076397245,-6.626422533,33.60672193033537,,,,,
47958.72941453411,0.07546791,-6.586829295,33.19733443639542,,,,,
47972.18115607429,0.077681553,-6.548509993,32.78824743457193,,,,,
47985.63667063665,0.076166092,-6.509953488,32.38552142032665,,,,,
47999.09595927948,0.076838078,-6.472910434,31.95092215081633,,,,,
48012.55902306137,0.076483687,-6.435075287,31.52578925995969,,,,,
48026.02586304118,0.077866659,-6.398314179,31.10530360632182,,,,,
48039.49648027808,0.078954872,-6.362354929,30.66901378471958,,,,,
48052.97087583153,0.079462077,-6.325684798,30.22590493780928,,,,,
48066.44905076131,0.077902565,-6.286609765,29.80444039897421,,,,,
48079.93100612747,0.079600371,-6.253386277,29.35894242718658,,,,,
48093.41674299038,0.080382975,-6.219153976,28.92337671650882,,,,,
48106.90626241068,0.07740386,-6.182055219,28.46325004716812,,,,,
48120.39956544934,0.079709032,-6.149177749,28.00530213817304,,,,,
48133.89665,0.078430329,-6.112087811,27.55718798993107,,,,,
48147.39752662701,0.079626111,-6.080528739,27.09809507493027,,,,,
48160.90218688941,0.079322638,-6.047761255,26.62877236920856,,,,,
48174.41063501697,0.080079599,-6.013339065,26.16612168941811,,,,,
48187.92287,0.079648778,-5.980033166,25.70316555614163,,,,,
48201.43889911756,0.078896424,-5.94782958,25.22752701376763,,,,,
48214.95871721639,0.079807278,-5.917068197,24.75032373027824,,,,,
48228.48232743191,0.079942249,-5.888330284,24.27140170872047,,,,,
48242.00973082778,0.079095923,-5.856337629,23.78878589921328,,,,,
48255.54093,0.080118389,-5.8260247,23.30744803189867,,,,,
48269.07592141653,0.079404361,-5.798019451,22.82741659147867,,,,,
48282.61471073819,0.080559162,-5.768272135,22.33193422083995,,,,,
48296.1573,0.079318606,-5.739196247,21.83490629661732,,,,,
48309.70368276021,0.079026904,-5.709938951,21.34530398520158,,,,,
48323.25386759112,0.079933889,-5.68424596,20.82971682912589,,,,,
48336.80785305617,0.079563507,-5.656888093,20.34303751187593,,,,,
48350.36564022138,0.080529258,-5.630593747,19.82566834436103,,,,,
48363.92723015307,0.079706502,-5.606541903,19.32998852843113,,,,,
48377.49262391787,0.079649813,-5.582768383,18.80884937,,,,,
48391.06182258271,0.080478798,-5.556175844,18.30165962865017,,,,,
48404.63482721477,0.079562519,-5.533422091,17.77894343680819,,,,,
48418.21163888161,0.079507267,-5.51082366,17.27724207411964,,,,,
48431.79225865104,0.079597822,-5.486147561,16.75801131973444,,,,,
48445.37668759118,0.080610144,-5.466877394,16.22053822273611,,,,,
48458.96492677042,0.079692093,-5.446193716,15.7091986,,,,,
48472.55697725751,0.078980112,-5.425347119,15.17192630675953,,,,,
48486.15284012146,0.079125701,-5.403826762,14.63974519509154,,,,,
48499.75251643159,0.080594943,-5.3862503,14.12211858822335,,,,,
48513.35600725751,0.080708871,-5.369372645,13.57346035894814,,,,,
48526.96331366913,0.078988347,-5.350982026,13.04572079873132,,,,,
48540.57443673669,0.080816517,-5.335017362,12.51494651293365,,,,,
48554.18937753069,0.079368949,-5.317710993,11.98293878724014,,,,,
48567.80813712196,0.08163912,-5.305448879,11.44519083705666,,,,,
48581.43072,0.079114053,-5.287585724,10.89393229199528,,,,,
48595.05711698105,0.077547426,-5.273067604,10.35323705713432,,,,,
48608.68733939201,0.080107757,-5.261976491,9.820029403805648,,,,,
48622.32138488652,0.080148598,-5.250460138,9.285067378034185,,,,,
48635.95925453689,0.080011666,-5.238825241,8.730571453891244,,,,,
48649.60094941573,0.079483359,-5.227074806,8.186854484188004,,,,,
48663.24647059599,0.079539972,-5.216932877,7.656596603192355,,,,,
48676.89581915086,0.080630578,-5.208592962,7.087973433271809,,,,,
48690.549,0.080294585,-5.199590665,6.545349911762499,,,,,
48704.206,0.080705963,-5.193542661,6.001747558072651,,,,,
48717.86683980001,0.079785424,-5.184857004,5.452702665,,,,,
48731.53150859165,0.079678636,-5.179533832,4.909227596549528,,,,,
48745.20001012854,0.078064223,-5.171485458,4.363934340865865,,,,,
48758.87234548574,0.079691669,-5.168707457,3.818097457226536,,,,,
48772.54851573855,0.079184612,-5.16489942,3.270045942535759,,,,,
48786.22852196261,0.0792999,-5.159533342,2.718898571961589,,,,,
48799.91236523387,0.079430425,-5.159507764,2.179342382320485,,,,,
48813.60004662855,0.079202097,-5.157458555,1.639678643128036,,,,,
48827.29156722321,0.081442923,-5.157242762,1.097573790097016,,,,,
48840.98692809467,0.079250876,-5.155094157,0.5241720391709919,,,-8.165594157,,16.80292313
48854.68613032009,0.079733933,-5.158725389,-0.014248324,,,,,
48868.38917,0.079472777,-5.159063628,-0.552441218,,,,,
48882.09606314285,0.080148573,-5.161017767,-1.091585149,,,,,
48895.8068,0.079604475,-5.163628989,-1.638189454,,,,,
48909.52137,0.080608726,-5.167792695,-2.172329138,,,,,
48923.23979947758,0.079775892,-5.170462291,-2.72028446,,,,,
48936.96207246364,0.080172026,-5.176932989,-3.235598274,,,,,
48950.68819,0.079354773,-5.182094497,-3.789396471,,,,,
48964.41816622255,0.079541467,-5.188283008,-4.323366319,,,,,
48978.15198915484,0.078268034,-5.194540651,-4.846001946,,,,,
48991.88966422914,0.081246195,-5.204668654,-5.389780643,,,,,
49005.63119252593,0.081050036,-5.214770683,-5.932492618,,,,,
49019.37657512597,0.080294962,-5.221531166,-6.457120072,,,,,
49033.12581311036,0.079275986,-5.233627521,-6.982246889,,,,,
49046.87890756045,0.080239048,-5.241584292,-7.51430704,,,,,
49060.63585955794,0.080727747,-5.256391781,-8.031068886,,,,,
49074.39667018483,0.078989867,-5.266333637,-8.553710989,,,,,
49088.16134052339,0.08124066,-5.281003016,-9.082984897,,,,,
49101.92987165621,0.079587314,-5.293497298,-9.603876512,,,,,
49115.70226466621,0.079730059,-5.305704371,-10.10981091,,,,,
49129.47852063658,0.08015046,-5.32284064,-10.628454,,,,,
49143.25864065083,0.081028238,-5.33709151,-11.13749283,,,,,
49157.04262579275,0.081043566,-5.354998375,-11.65854505,,,,,
49170.83047714648,0.080045061,-5.370948624,-12.15057818,,,,,
49184.62219579643,0.080609964,-5.387865365,-12.65827268,,,,,
49198.41778282732,0.082199451,-5.406546069,-13.16753311,,,,,
49212.21723932416,0.080938955,-5.425015808,-13.67602775,,,,,
49226.02057,0.080387223,-5.444219208,-14.16437592,,,,,
49239.82776505737,0.080835753,-5.461536796,-14.65402753,,,,,
49253.63883646531,0.080569888,-5.485032093,-15.1513111,,,,,
49267.45378168236,0.080831075,-5.505581051,-15.65059159,,,,,
49281.27260179507,0.080163716,-5.524732091,-16.13649562,,,,,
49295.09529789029,0.082457818,-5.550574572,-16.60982356,,,,,
49308.92187105518,0.080904778,-5.570396877,-17.09450654,,,,,
49322.75232237721,0.08125656,-5.591701058,-17.58470923,,,,,
49336.58665294413,0.080805716,-5.61606427,-18.05594042,,,,,
49350.42486384403,0.079231473,-5.638378645,-18.52973092,,,,,
49364.26695616529,0.081478528,-5.665486655,-19.00972573,,,,,
49378.11293099658,0.0820203,-5.689787568,-19.46476429,,,,,
49391.96279,0.081459187,-5.71516288,-19.94160594,,,,,
49405.81653254553,0.082298929,-5.743741032,-20.39832163,,,,,
49419.67416144209,0.080372165,-5.767808865,-20.85177014,,,,,
49433.53567720646,0.080515417,-5.79364026,-21.3239888,,,,,
49447.40108092888,0.081459002,-5.822332292,-21.75984932,,,,,
49461.27037369985,0.081004617,-5.849011566,-22.20719986,,,,,
49475.14355661019,0.080900444,-5.87693493,-22.65831131,,,,,
49489.02063075104,0.080736623,-5.905285373,-23.11376411,,,,,
49502.90159721383,0.081736479,-5.935742387,-23.53863005,,,,,
49516.78646,0.082143794,-5.964156147,-23.97905988,,,,,
49530.67521147249,0.080079543,-5.993830366,-24.41855552,,,,,
49544.56786145276,0.082003427,-6.022777566,-24.85371138,,,,,
49558.46440812379,0.080423805,-6.053673757,-25.27198841,,,,,
49572.36485,0.081276169,-6.085159502,-25.69501122,,,,,
49586.26919591021,0.082369019,-6.117452242,-26.13385354,,,,,
49600.17743921247,0.08166765,-6.148870497,-26.55139179,,,,,
49614.08958357918,0.080050035,-6.179238678,-26.96241612,,,,,
49628.00563010453,0.081957206,-6.212300425,-27.37830685,,,,,
49641.92557988301,0.08058279,-6.244224857,-27.79383735,,,,,
49655.84943400945,0.081734492,-6.277011218,-28.1894899,,,,,
49669.77719357894,0.080096205,-6.308862327,-28.60318862,,,,,
49683.70885968691,0.080610769,-6.342642319,-29.00024665,,,,,
49697.64443342909,0.080843405,-6.377133148,-29.38378638,,,,,
49711.58391590152,0.080163008,-6.411130838,-29.80416007,,,,,
49725.52730820054,0.081536645,-6.445532641,-30.18170609,,,,,
49739.47461142279,0.080410495,-6.478655946,-30.57190933,,,,,
49753.42582666524,0.080040179,-6.514573399,-30.97244243,,,,,
49767.38095502516,0.081622093,-6.551182427,-31.33488262,,,,,
49781.33999760012,0.0803604,-6.584480409,-31.73688225,,,,,
49795.30295548799,0.079810538,-6.619977453,-32.09799933,,,,,
49809.26982978697,0.080409951,-6.657862199,-32.47375098,,,,,
49823.24062159556,0.080212536,-6.692956417,-32.8450791,,,,,
49837.21533201257,0.079340749,-6.726562957,-33.20479986,,,,,
49851.19396213709,0.079033364,-6.764965784,-33.58654899,,,,,
49865.17651306857,0.080378183,-6.800797823,-33.93556431,,,,,
49879.16298590672,0.080375771,-6.837963757,-34.30406034,,,,,
49893.15338175159,0.077536746,-6.874366625,-34.65023379,,,,,
49907.14770170354,0.076744113,-6.909599255,-35.01164149,,,,,
49921.14594686319,0.077467722,-6.94823484,-35.34599224,,,,,
49935.14811833154,0.078207327,-6.98742296,-35.70118218,,,,,
49949.15421720984,0.079818397,-7.02662101,-36.02949768,,,,,
49963.16424459969,0.077782566,-7.06174368,-36.38130345,,,,,
49977.17820160298,0.078557157,-7.101308955,-36.6988982,,,,,
49991.19609,0.076625562,-7.138226132,-37.06075774,,,,,
50005.21790885897,0.076747154,-7.174607043,-37.38658318,,,,,
50019.24366,0.076399044,-7.214247946,-37.70539885,,,,,
50033.27334779911,0.076067574,-7.254844835,-38.03416345,,,,,
50047.30696940877,0.077211619,-7.290902918,-38.33899408,,,,,
50061.34453,0.078042654,-7.329717928,-38.6785869,,,,,
50075.38602242597,0.076129602,-7.367535331,-38.9960316,,,,,
50089.43145604193,0.075799069,-7.40741433,-39.30745981,,,,,
50103.48082920228,0.075678584,-7.447254542,-39.61267299,,,,,
50117.53414301199,0.074848855,-7.48507387,-39.91923503,,,,,
50131.59139857635,0.073266519,-7.521775292,-40.24887332,,,,,
50145.65259700099,0.073068223,-7.563976356,-40.53704918,,,,,
50159.71774,0.073358594,-7.601895713,-40.82789805,,,,,
50173.78682685503,0.072191928,-7.639177289,-41.12445361,,,,,
50187.85986,0.070826835,-7.679900774,-41.42620313,,,,,
50201.93684142517,0.071415914,-7.719193639,-41.7249859,,,,,
50216.01777074608,0.071707861,-7.759650735,-42.00684979,,,,,
50230.10264956741,0.069045569,-7.799442274,-42.29923296,,,,,
50244.19147899694,0.070274913,-7.836234983,-42.57987068,,,,,
50258.28426014275,0.068385834,-7.8772669,-42.86329288,,,,,
50272.38099411325,0.069191921,-7.9172634,-43.14568365,,,,,
50286.48168201715,0.069544432,-7.957134068,-43.43190781,,,,,
50300.58632496346,0.066522217,-7.995130851,-43.6997983,,,,,
50314.69492406153,0.067394534,-8.035588953,-43.9656676,,,,,
50328.80748,0.06740966,-8.078179242,-44.22312287,,,,,
50342.92399515182,0.063758043,-8.110959261,-44.49888252,,,,,
50357.04446936426,0.066300314,-8.153515842,-44.7791981,,,,,
50371.16890416889,0.068298528,-8.194102321,-44.99959018,,,,,
50385.29730067661,0.06628578,-8.233288319,-45.28780888,,,,,
50399.42965999863,0.068696564,-8.274186086,-45.54172136,,,,,
50413.56598324644,0.069549674,-8.31290545,-45.77024824,,,,,
50427.70627153188,0.069767522,-8.352630177,-46.03925073,,,,,
50441.85052596709,0.069891137,-8.393026841,-46.30878828,,,,,
50455.99875,0.070087136,-8.431587993,-46.54707265,,,,,
50470.15093773689,0.071583355,-8.471021469,-46.79538928,,,,,
50484.30709729733,0.071453851,-8.512073201,-47.03111355,,,,,
50498.46722745919,0.071699949,-8.550061588,-47.28935602,,,,,
50512.63132933618,0.072430933,-8.58909178,-47.50779596,,,,,
50526.79940404231,0.072842157,-8.62925843,-47.75134157,,,,,
50540.97145269191,0.074016147,-8.668039094,-47.99457113,,,,,
50555.14747639959,0.074241294,-8.709442745,-48.22152521,,,,,
50569.32747628031,0.074158098,-8.7476681,-48.43867078,,,,,
50583.51145344933,0.075391843,-8.786764608,-48.67132704,,,,,
50597.69940902224,0.075769078,-8.828028559,-48.91702445,,,,,
50611.89134411489,0.075176313,-8.866674458,-49.13988277,,,,,
50626.08725984351,0.075473339,-8.906257114,-49.36259149,,,,,
50640.28715732459,0.077071162,-8.945704444,-49.57791668,,,,,
50654.49103767498,0.076244586,-8.985581305,-49.79214504,,,,,
50668.69890201179,0.078341359,-9.025790067,-50.02736429,,,,,
50682.91075145249,0.076669854,-9.06233692,-50.23373262,,,,,
50697.12658711484,0.076832991,-9.101245601,-50.45774466,,,,,
50711.34641011692,0.077600272,-9.140419812,-50.65656761,,,,,
50725.57022157712,0.07697979,-9.180938794,-50.85548407,,,,,
50739.79802261414,0.078017649,-9.219824751,-51.06353281,,,,,
50754.02981434701,0.079070027,-9.259774717,-51.27852115,,,,,
50768.26559789505,0.07862277,-9.297205396,-51.48674581,,,,,
50782.50537437793,0.079537376,-9.337343498,-51.68049333,,,,,
50796.74914491559,0.079194016,-9.373219676,-51.87645146,,,,,
50810.99691062832,0.079013515,-9.413162149,-52.07997433,,,,,
